Year," Total Publications"," Total Software		",Tpubs:Tsware,Num Publications for 1 sware
2011,52300,170,0.00325047801147227,307.647058823529
2012,65171,260,0.00398950453422535,250.657692307692
2013,74018,346,0.00467453862573968,213.924855491329
2014,82046,552,0.006727933110694,148.634057971015
2015,89624,721,0.00804472016424172,124.305131761442
2016,92217,814,0.00882700586659727,113.288697788698
2017,90394,837,0.00925946412372502,107.99761051374
2018,95228,831,0.00872642500105011,114.594464500602
2019,100437,852,0.00848292959765823,117.883802816901
2020,105022,853,0.00812210774885262,123.120750293083
2021,101784,575,0.00564921795174094,177.015652173913
2022,83183,186,0.00223603380498419,447.220430107527

